epoch,loss,lr,mean_absolute_error,time,val_loss,val_mean_absolute_error
0,0.1477222740650177,0.001,0.3132163882255554,11.628930807113647,0.08842825889587402,0.2514925003051758
1,0.1068376898765564,0.000765625,0.27178552746772766,8.345467567443848,0.09426040947437286,0.25850287079811096
2,0.10394420474767685,0.00053125,0.26984331011772156,8.179697275161743,0.09362109750509262,0.26007866859436035
3,0.1015409529209137,0.000296875,0.26475900411605835,8.210386514663696,0.09105345606803894,0.25550323724746704
